institutionCode,DayEventDate,MonthEventDate,YearEventData,Year_description,occurrenceID,Acronym,Catalogue number,genus,GBIF tax ID,scientificName_accepted,scientificNameAuthorship,taxonID,kingdom,scientificName,otherCatalogNumber,individualCount,typestatus,sex,locality,Country,decimalLatitude,decimalLongitude,eventDate,Reference,Familia
Ugent,,,,unknown,Ugent:UGMD:101144,UGMD,101144,Nygolaimus,143109777,Nygolaimus,,2282566,Animalia,Nygolaimus (Animalia),ZIRUG 1144,4,,,,,,,,,Nygolaimidae
Ugent,,,,unknown,Ugent:UGMD:101145,UGMD,101145,Rotylenchus,135636634,"Rotylenchus robustus (de Man, 1876)","de Man, 1876",2284117,Animalia,"Rotylenchus robustus  (de Man, 1876) (Animalia)",ZIRUG 1145,8,,,,,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:101146,UGMD,101146,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1146,13,,,,,,,,,Belonolaimidae
Ugent,,,,unknown,Ugent:UGMD:101147,UGMD,101147,Eudorylaimus,136750427,"Eudorylaimus lugdunensis (De Man, 1880)","de Man, 1880",6484819,Animalia,"Eudorylaimus lugdunensis  (De Man, 1880) (Animalia)",ZIRUG 1147,8,,,,,,,,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101148,UGMD,101148,Paratylenchus,143110089,Paratylenchus,,6756644,Animalia,Paratylenchus (Animalia),ZIRUG 1148,18,,,,,,,,,Tylenchulidae
Ugent,,,,unknown,Ugent:UGMD:101149,UGMD,101149,Pratylenchus,135688625,"Pratylenchus crenatus Loof, 1960","Loof, 1960",4556354,Animalia,"Pratylenchus crenatus Loof, 1960 (Animalia)",ZIRUG 1149,9,,,,,,,,,Pratylenchidae
Ugent,23,3,1978,unknown,Ugent:UGMD:101150,UGMD,101150,Alaimus,140795089,"Alaimus parvus Thorne, 1939","Thorne, 1939",2282775,Animalia,"Alaimus parvus Thorne, 1939 (Animalia)",ZIRUG 1150,10,,,,,,,1978-03-22T23:00:00Z,,Alaimidae
Ugent,,,,unknown,Ugent:UGMD:101151,UGMD,101151,Miculenchus,136607459,"Miculenchus salvus Andrássy, 1959","Andrássy, 1959",4555996,Animalia,"Miculenchus salvus Andrássy, 1959 (Animalia)",ZIRUG 1151,9,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101152,UGMD,101152,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1152,11,,,,,,,,,Tylenchidae
Ugent,25,10,1981,unknown,Ugent:UGMD:101153,UGMD,101153,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1153,10,,,,,,,1981-10-24T23:00:00Z,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101155,UGMD,101155,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1155,1,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101156,UGMD,101156,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1156,1,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101157,UGMD,101157,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1157,1,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101158,UGMD,101158,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1158,1,,,,,,,,,Tylenchidae
Ugent,25,10,1961,unknown,Ugent:UGMD:101161,UGMD,101161,Longidorus,135442840,"Longidorus elongatus (de Man, 1876)","de Man, 1876",4554410,Animalia,"Longidorus elongatus  (de Man, 1876) (Animalia)",ZIRUG 1161,2,,,,,,,1961-10-24T23:00:00Z,,Longidoridae
Ugent,25,10,1961,unknown,Ugent:UGMD:101162,UGMD,101162,Dorylaimus,,,,,,Dorylaimus paratenuicaudatus,ZIRUG 1162,9,,,,,,,1961-10-24T23:00:00Z,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101163,UGMD,101163,Eudorylaimus,136778014,"Eudorylaimus obtusicaudatus (Bastian, 1865)","Bastian, 1865",6484823,Animalia,"Eudorylaimus obtusicaudatus  (Bastian, 1865) (Animalia)",ZIRUG 1163,5,,,,,,,,,Qudsianematidae
Ugent,25,10,1961,unknown,Ugent:UGMD:101164,UGMD,101164,Eudorylaimus,136758553,"Eudorylaimus monohystera (De Man, 1880)","de Man, 1880",6484826,Animalia,"Eudorylaimus monohystera  (De Man, 1880) (Animalia)",ZIRUG 1164,6,,,,,,,1961-10-24T23:00:00Z,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101165,UGMD,101165,Eudorylaimus,136758553,"Eudorylaimus monohystera (De Man, 1880)","de Man, 1880",6484826,Animalia,"Eudorylaimus monohystera  (De Man, 1880) (Animalia)",ZIRUG 1165,7,,,,,,,,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101167,UGMD,101167,Criconemoides,,,,,,Criconemoides lobatum,ZIRUG 1167,3,,,,,,,,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:101168,UGMD,101168,Helicotylenchus,143110083,Helicotylenchus,,2284094,Animalia,Helicotylenchus (Animalia),ZIRUG 1168,7,,,,,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:101169,UGMD,101169,Dorylaimellus,135378877,"Dorylaimellus parvulus Thorne, 1964","Thorne, 1964",2282696,Animalia,"Dorylaimellus parvulus Thorne, 1964 (Animalia)",ZIRUG 1169,10,,,,,,,,,Belondiridae
Ugent,8,7,1980,unknown,Ugent:UGMD:101170,UGMD,101170,Pratylenchoides,140795542,"Pratylenchoides crenicauda Winslow, 1958","Winslow, 1958",2284139,Animalia,"Pratylenchoides crenicauda Winslow, 1958 (Animalia)",ZIRUG 1170,1,,,,,,,1980-07-07T22:00:00Z,,Pratylenchidae
Ugent,,,,unknown,Ugent:UGMD:101171,UGMD,101171,Paratylenchus,143110089,Paratylenchus,,6756644,Animalia,Paratylenchus (Animalia),ZIRUG 1171,12,,,,,,,,,Tylenchulidae
Ugent,,,,unknown,Ugent:UGMD:101172,UGMD,101172,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1172,6,,,,,,,,,Tylenchidae
Ugent,16,11,1961,unknown,Ugent:UGMD:101173,UGMD,101173,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1173,7,,,,,,,1961-11-15T23:00:00Z,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101174,UGMD,101174,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1174,11,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101175,UGMD,101175,Tylenchus,143110101,Tylenchus,,4281839,Animalia,Tylenchus (Animalia),ZIRUG 1175,10,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101176,UGMD,101176,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1176,,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101177,UGMD,101177,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1177,2,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101181,UGMD,101181,Tylenchorhynchus,4556153,"Tylenchorhynchus lamelliferus de Man, 1880","de Man, 1880",4556153,Animalia,"Tylenchorhynchus lamelliferus de Man, 1880 [=> Neodolichorhynchus lamelliferus (de Man, 1880)] (Animalia)",ZIRUG 1181,2,,,,,,,,,Belonolaimidae
Ugent,,,,unknown,Ugent:UGMD:101183,UGMD,101183,Oxydirus,135186573,Oxydirus oxycephalus,,2282741,Animalia,Oxydirus oxycephalus (Animalia),ZIRUG 1183,8,,,,,,,,,Belondiridae
Ugent,,,,unknown,Ugent:UGMD:101185,UGMD,101185,Mononchus,,,,,,Mononchus tolenchus?,ZIRUG 1185,6,,,,,,,,,Mononchidae
Ugent,,,,unknown,Ugent:UGMD:101186,UGMD,101186,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1186,12,,,,,,,,,Belonolaimidae
Ugent,21,11,1961,unknown,Ugent:UGMD:101187,UGMD,101187,Anatonchus,136312672,"Anatonchus tridentatus (de Man, 1876)","de Man, 1876",2282578,Animalia,"Anatonchus tridentatus  (de Man, 1876) (Animalia)",ZIRUG 1187,1,,,,,,,1961-11-20T23:00:00Z,,Anatonchidae
Ugent,,,,unknown,Ugent:UGMD:101188,UGMD,101188,Thornia,135417500,Thornia dorylaimoides,,2282602,Animalia,Thornia dorylaimoides (Animalia),ZIRUG 1188,9,,,,,,,,,Dorylaimidae
Ugent,22,11,1961,unknown,Ugent:UGMD:101189,UGMD,101189,Macroposthonia,,,,,,Macroposthonia rusica,ZIRUG 1189,11,,,,,,,1961-11-21T23:00:00Z,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:101190,UGMD,101190,Helicotylenchus,143110083,Helicotylenchus,,2284094,Animalia,Helicotylenchus (Animalia),ZIRUG 1190,10,,,,,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:101191,UGMD,101191,Tylenchorhynchus,4556153,"Tylenchorhynchus lamelliferus de Man, 1880","de Man, 1880",4556153,Animalia,"Tylenchorhynchus lamelliferus de Man, 1880 [=> Neodolichorhynchus lamelliferus (de Man, 1880)] (Animalia)",ZIRUG 1191,8,,,,,,,,,Belonolaimidae
Ugent,,,,unknown,Ugent:UGMD:101192,UGMD,101192,(Meso)dorylaimus,143109769,Mesodorylaimus,,2282644,Animalia,Mesodorylaimus (Animalia),ZIRUG 1192,1,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101194,UGMD,101194,Paratylenchus,116480814,"Paratylenchus curvitatus Van der Linde, 1938","Van der Linde, 1938",5777122,Animalia,"Paratylenchus curvitatus Van der Linde, 1938 (Animalia)",ZIRUG 1194,8,,,,,,,,,Tylenchulidae
Ugent,,,,unknown,Ugent:UGMD:101195,UGMD,101195,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1195,15,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101196,UGMD,101196,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1196,13,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101197,UGMD,101197,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1197,16,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101201,UGMD,101201,Dorylaimus,,,,,,Dorylaimus,ZIRUG 1201,3,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101202,UGMD,101202,Oxydirus,,,,,,Oxydirus oxyc.,ZIRUG 1202,8,,,,,,,,,Belondiridae
Ugent,29,11,1961,unknown,Ugent:UGMD:101203,UGMD,101203,Nygolaimus,,,E. Geraert,,,Nygolaimus parathornei,ZIRUG 1203,2,,,,,,,1961-11-28T23:00:00Z,,Nygolaimidae
Ugent,29,11,1961,unknown,Ugent:UGMD:101204,UGMD,101204,Anatonchus,136312672,"Anatonchus tridentatus (de Man, 1876)","de Man, 1876",2282578,Animalia,"Anatonchus tridentatus  (de Man, 1876) (Animalia)",ZIRUG 1204,1,,,,,,,1961-11-28T23:00:00Z,,Anatonchidae
Ugent,29,11,1961,unknown,Ugent:UGMD:101205,UGMD,101205,Anaplectus,140795101,"Anaplectus granulosus (Bastian, 1865)","Bastian, 1865",2283132,Animalia,"Anaplectus granulosus  (Bastian, 1865) (Animalia)",ZIRUG 1205,3,,,,,,,1961-11-28T23:00:00Z,,Plectidae
Ugent,30,11,1961,unknown,Ugent:UGMD:101206,UGMD,101206,Eudorylaimus,143109779,Eudorylaimus,,2282714,Animalia,Eudorylaimus (Animalia),ZIRUG 1206,3,,,,,,,1961-11-29T23:00:00Z,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101207,UGMD,101207,Dorylaimus,143109767,Dorylaimus,,2282620,Animalia,Dorylaimus (Animalia),ZIRUG 1207,14,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101208,UGMD,101208,Doryllium,135186325,"Doryllium uniforme Cobb, 1920","Cobb, 1920",2282482,Animalia,"Doryllium uniforme Cobb, 1920 (Animalia)",ZIRUG 1208,9,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101209,UGMD,101209,Pratylenchus,140795544,"Pratylenchus pratensis (de Man, 1880)","de Man, 1880",2284124,Animalia,"Pratylenchus pratensis  (de Man, 1880) (Animalia)",ZIRUG 1209,13,,,,,,,,,Pratylenchidae
Ugent,,,,unknown,Ugent:UGMD:101210,UGMD,101210,Basiria,,,,,,Basiria duplexa,ZIRUG 1210,10, Allotype  ,"1 female, 2 males",,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101211,UGMD,101211,Rotylenchus,143110084,Rotylenchus,,2284116,Animalia,Rotylenchus (Animalia),ZIRUG 1211,8,,,,,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:101212,UGMD,101212,Pratylenchus,140795544,"Pratylenchus pratensis (de Man, 1880)","de Man, 1880",2284124,Animalia,"Pratylenchus pratensis  (de Man, 1880) (Animalia)",ZIRUG 1212,14,,,,,,,,,Pratylenchidae
Ugent,,,,unknown,Ugent:UGMD:101213,UGMD,101213,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1213,10,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101214,UGMD,101214,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1214,13,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101215,UGMD,101215,Tylenchus,136512899,"Tylenchus agricola de Man, 1884","de Man, 1884",4556002,Animalia,"Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia)",ZIRUG 1215,16,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101216,UGMD,101216,Paratylenchus,136842801,"Paratylenchus microdorus Andrássy, 1959","Andrássy, 1959",5777104,Animalia,"Paratylenchus microdorus Andrássy, 1959 (Animalia)",ZIRUG 1216,26,,,,,,,,,Tylenchulidae
Ugent,,,,unknown,Ugent:UGMD:101217,UGMD,101217,Boleodorus,136513388,"Boleodorus thylactus Thorne, 1941","Thorne, 1941",4555968,Animalia,"Boleodorus thylactus Thorne, 1941 (Animalia)",ZIRUG 1217,2,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101221,UGMD,101221,Mesodorylaimus,143109769,Mesodorylaimus,,2282644,Animalia,Mesodorylaimus (Animalia),ZIRUG 1221,19,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101222,UGMD,101222,Eudorylaimus,136758553,"Eudorylaimus monohystera (De Man, 1880)","de Man, 1880",6484826,Animalia,"Eudorylaimus monohystera  (De Man, 1880) (Animalia)",ZIRUG 1222,7,,,,,,,,,Qudsianematidae
Ugent,,,,1983,Ugent:UGMD:101223,UGMD,101223,Eudorylaimus,136758553,"Eudorylaimus monohystera (De Man, 1880)","de Man, 1880",6484826,Animalia,"Eudorylaimus monohystera  (De Man, 1880) (Animalia)",ZIRUG 1223,9,,,,,,,,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101224,UGMD,101224,Eudorylaimus,136758553,"Eudorylaimus monohystera (De Man, 1880)","de Man, 1880",6484826,Animalia,"Eudorylaimus monohystera  (De Man, 1880) (Animalia)",ZIRUG 1224,12,,,,,,,,,Qudsianematidae
Ugent,,,,unknown,Ugent:UGMD:101225,UGMD,101225,Aporcelaimus,136514919,"Aporcelaimus parvus Altherr in Lordello, 1955","Altherr in Lordello, 1955",7017028,Animalia,"Aporcelaimus parvus Altherr in Lordello, 1955 [=> Aporcelaimus superbus] (Animalia)",ZIRUG 1225,12,,,,,,,,,Aporcelaimidae
Ugent,,,,unknown,Ugent:UGMD:101226,UGMD,101226,Nygolaimus,131481361,"Nygolaimus clavicaudatus Altherr, 1953","Altherr, 1953",5776900,Animalia,"Nygolaimus clavicaudatus Altherr, 1953 (Animalia)",ZIRUG 1226,3,,,,,,,,,Nygolaimidae
Ugent,,,,unknown,Ugent:UGMD:101227,UGMD,101227,Aporcelaimus,131480700,"Aporcelaimus Thorne et Swanger, 1936","Thorne & Swanger, 1936",,Animalia,"Aporcelaimus Thorne & Swanger, 1936 (Animalia)",ZIRUG 1227,3,,,,,,,,,Aporcelaimidae
Ugent,,,,unknown,Ugent:UGMD:101228,UGMD,101228,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1228,16,,,,,,,,,Belonolaimidae
Ugent,,,,unknown,Ugent:UGMD:101229,UGMD,101229,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1229,21,,,,,,,,,Belonolaimidae
Ugent,14,12,1961,unknown,Ugent:UGMD:101230,UGMD,101230,Rotylenchus,135181326,"Rotylenchus uniformis (Thorne, 1949)","Thorne, 1949",2284119,Animalia,"Rotylenchus uniformis  (Thorne, 1949) (Animalia)",ZIRUG 1230,6,,,,,,,1961-12-13T23:00:00Z,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:101231,UGMD,101231,Tylencholaimus,140795627,"Tylencholaimus proximus Thorne, 1939","Thorne, 1939",4555273,Animalia,"Tylencholaimus proximus Thorne, 1939 (Animalia)",ZIRUG 1231,4,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:101232,UGMD,101232,Pratylenchus,106149208,Pratylenchus cf. neglectus TX 78-1,,,Metazoa,Pratylenchus neglectus (Metazoa),ZIRUG 1232,22,,,,,,,,,Pratylenchidae
Ugent,,,,unknown,Ugent:UGMD:101233,UGMD,101233,Paratylenchus,143110089,Paratylenchus,,6756644,Animalia,Paratylenchus (Animalia),ZIRUG 1233,13,,,,,,,,,Tylenchulidae
Ugent,21,12,1961,unknown,Ugent:UGMD:101234,UGMD,101234,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1234,11,,,,,,,1961-12-20T23:00:00Z,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101235,UGMD,101235,Tylenchus,143110101,Tylenchus,,4281839,Animalia,Tylenchus (Animalia),ZIRUG 1235,16,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:101236,UGMD,101236,Tylenchus,4556040,"Tylenchus thornei Andrassy, 1954","Andrassy, 1954",4556040,Animalia,"Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia)",ZIRUG 1236,3,,,,,,,,,Tylenchidae
Ugent,22,12,1961,unknown,Ugent:UGMD:101241,UGMD,101241,Aporcelaimus,131480706,"Aporcelaimus vorax Thorne et Swanger, 1936","Thorne & Swanger, 1936",4554984,Animalia,"Aporcelaimus vorax Thorne & Swanger, 1936 (Animalia)",ZIRUG 1241,7,,,,,,,1961-12-21T23:00:00Z,,Aporcelaimidae
Ugent,22,12,1961,unknown,Ugent:UGMD:101242,UGMD,101242,Eudorylaimus,,,,,,Eudorylaimus nothus,ZIRUG 1242,18,,,,,,,1961-12-21T23:00:00Z,,Qudsianematidae
Ugent,23,12,1961,unknown,Ugent:UGMD:101243,UGMD,101243,Trichodorus,135793594,"Trichodorus primitivus (de Man, 1880)","de Man, 1880",2279608,Animalia,"Trichodorus primitivus  (de Man, 1880) (Animalia)",ZIRUG 1243,5,,,,,,,1961-12-22T23:00:00Z,,Trichodoridae
Ugent,23,12,1961,unknown,Ugent:UGMD:101244,UGMD,101244,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1244,18,,,,,,,1961-12-22T23:00:00Z,,Belonolaimidae
Ugent,24,12,1961,unknown,Ugent:UGMD:101245,UGMD,101245,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1245,16,,,,,,,1961-12-23T23:00:00Z,,Belonolaimidae
Ugent,24,12,1961,unknown,Ugent:UGMD:101246,UGMD,101246,Tylenchorhynchus,140795631,"Tylenchorhynchus dubius (Bütschli, 1873)","Butschli, 1873",2283945,Animalia,"Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia)",ZIRUG 1246,17,,,,,,,1961-12-23T23:00:00Z,,Belonolaimidae
Ugent,27,12,1961,unknown,Ugent:UGMD:101247,UGMD,101247,Pratylenchus,135688625,"Pratylenchus crenatus Loof, 1960","Loof, 1960",4556354,Animalia,"Pratylenchus crenatus Loof, 1960 (Animalia)",ZIRUG 1247,25,,,,,,,1961-12-26T23:00:00Z,,Pratylenchidae
Ugent,,,,unknown,Ugent:UGMD:101248,UGMD,101248,Tylenchorhynchus,143110073,Tylenchorhynchus,,2283943,Animalia,Tylenchorhynchus (Animalia),ZIRUG 1248,20,,,,,,,,,Belonolaimidae
Ugent,28,12,1961,unknown,Ugent:UGMD:101249,UGMD,101249,Mononchus,136339212,"Mononchus papillatus Bastian, 1865","Bastian, 1865",2282529,Animalia,"Mononchus papillatus Bastian, 1865 (Animalia)",ZIRUG 1249,1,,,,,,,1961-12-27T23:00:00Z,,Mononchidae
Ugent,,,,unknown,Ugent:UGMD:101250,UGMD,101250,Basiria,,,,,,Basiria magnidens minor,ZIRUG 1250,1,,,,,,,,,Tylenchidae
Ugent,29,12,1961,unknown,Ugent:UGMD:101261,UGMD,101261,Criconemoides,136512338,"Criconemoides informis (Micoletzky, 1922)","Micoletzky, 1922",4556655,Animalia,"Criconemoides informis  (Micoletzky, 1922) (Animalia)",ZIRUG 1261,1,,,,,,,1961-12-28T23:00:00Z,,Criconematidae
Ugent,29,12,1961,unknown,Ugent:UGMD:101262,UGMD,101262,Macroposthonia,,,,,,Macroposthonia pratensis,ZIRUG 1262,11,,,,,,,1961-12-28T23:00:00Z,,Criconematidae
Ugent,30,12,1961,unknown,Ugent:UGMD:101263,UGMD,101263,Criconemoides,136512338,"Criconemoides informis (Micoletzky, 1922)","Micoletzky, 1922",4556655,Animalia,"Criconemoides informis  (Micoletzky, 1922) (Animalia)",ZIRUG 1263,1,,,,,,,1961-12-29T23:00:00Z,,Criconematidae
Ugent,2,1,1962,1962,Ugent:UGMD:101264,UGMD,101264,Mesodorylaimus,140795441,"Mesodorylaimus bastiani (Bütschli, 1873)","Butschli, 1873",2282645,Animalia,"Mesodorylaimus bastiani  (Bütschli, 1873) (Animalia)",ZIRUG 1264,10,,,,,,,1962-01-01T23:00:00Z,,Dorylaimidae
Ugent,3,1,1962,1962,Ugent:UGMD:101265,UGMD,101265,Mesodorylaimus,143109769,Mesodorylaimus,,2282644,Animalia,Mesodorylaimus (Animalia),ZIRUG 1265,10,,,,,,,1962-01-02T23:00:00Z,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101266,UGMD,101266,Pungentus,136432078,"Pungentus silvestris (de Man, 1912)"," (de Man, 1912)",4554583,Animalia,"Pungentus silvestris  (de Man, 1912) (Animalia)",ZIRUG 1266,10,,,,,,,,,Nordiidae
Ugent,,,,unknown,Ugent:UGMD:101267,UGMD,101267,(Meso)dorylaimus,4554695,Dorylaimus carteri,,4554695,Animalia,Dorylaimus carteri (Animalia),ZIRUG 1267,1,,,,,,,,,Dorylaimidae
Ugent,,,,unknown,Ugent:UGMD:101268,UGMD,101268,Dorylaimellus,116482199,"Dorylaimellus aequalis (Cobb, 1918)"," (Cobb, 1918)",4555178,Animalia,"Dorylaimellus aequalis  (Cobb, 1918) (Animalia)",ZIRUG 1268,8,,,,,,,,,Belondiridae
Ugent,,,,unknown,Ugent:UGMD:101269,UGMD,101269,Dorylaimellus,116482199,"Dorylaimellus aequalis (Cobb, 1918)"," (Cobb, 1918)",4555178,Animalia,"Dorylaimellus aequalis  (Cobb, 1918) (Animalia)",ZIRUG 1269,13,,,,,,,,,Belondiridae
Ugent,,,,unknown,Ugent:UGMD:101270,UGMD,101270,Tylenchorhynchus,4556153,"Tylenchorhynchus lamelliferus de Man, 1880","de Man, 1880",4556153,Animalia,"Tylenchorhynchus lamelliferus de Man, 1880 [=> Neodolichorhynchus lamelliferus (de Man, 1880)] (Animalia)",ZIRUG 1270,2,,,,,,,,,Belonolaimidae
Ugent,10,1,1962,1962,Ugent:UGMD:101272,UGMD,101272,Dorylaimellus,135180939,"Dorylaimellus virginianus Cobb, 1913","Cobb, 1913",2282693,Animalia,"Dorylaimellus virginianus Cobb, 1913 (Animalia)",ZIRUG 1272,16,,,,,,,1962-01-09T23:00:00Z,,Belondiridae
